cycle,week_end_date,trading_days,actual_log_volume,forecast_log_volume,lower_ci,upper_ci,actual_volume,forecast_volume,actual_new_accounts,forecast_new_accounts,ipo_announcement_week,error_log_vol,error_vol_pct,in_ci
1,2025-10-24,5,31.429241637103914,31.575012461540954,31.200442870753022,31.949582052328886,223108552071254.12,258121204127153.78,133766.0,149131,0,-0.14577082443704015,-15.693101734942763,1
1,2025-10-31,5,31.444602381834518,31.57115461282215,31.16188532102205,31.980423904622246,226562122386574.03,257127329911352.3,116330.0,148832,0,-0.12655223098763102,-13.490872703172366,1
1,2025-11-07,5,31.192725950625604,31.543358090515195,31.10699991765864,31.97971626337175,176115978564735.8,250078504612993.9,141835.0,146694,0,-0.35063213988959063,-41.99648813867921,1
1,2025-11-14,5,31.478300837112794,31.54745522623182,31.085881350927018,32.00902910153662,234327013560048.1,251105212029780.78,159872.0,147007,1,-0.06915438911902427,-7.160164001080117,1
1,2025-11-21,5,31.3872415863777,31.702256443406466,31.21679241542062,32.18772047139231,213932037516445.94,293146721575833.0,121798.0,159344,1,-0.3150148570287641,-37.02796690902244,1
1,2025-11-28,5,31.736769964005024,31.66219546578206,31.153964125276193,32.17042680628792,303440868789390.5,281635100249215.6,152189.0,156055,0,0.07457449822296525,7.186167317267215,1
1,2025-12-05,5,31.385927513094547,31.45210959323698,30.92208808724243,31.98213109923153,213651099768355.97,228269372460607.7,151250.0,139888,0,-0.06618208014243265,-6.842123774743538,1
1,2025-12-12,5,31.736579740465057,31.605317091563677,31.054366555197063,32.15626762793029,303383152682813.9,266063203598118.6,178238.0,151502,0,0.13126264890138017,12.301259563912954,1
1,2025-12-19,5,31.86041918681199,31.712527813460483,31.141414698632648,32.28364092828832,343379408586310.1,296173256756164.94,215515.0,160199,0,0.1478913733515057,13.74751969679617,1
2,2025-12-26,3,31.504229320791648,31.851903600775483,31.479084181432782,32.224723020118184,144289326199312.12,204280647923176.1,196680.0,174250,0,-0.3476742799838348,-41.5771029667127,1
2,2026-01-02,3,31.411026839751095,31.71582017444729,31.31124463677592,32.12039571211866,131448877594617.97,178289983800602.3,201752.0,161761,0,-0.3047933346961962,-35.63446646569328,1
2,2026-01-09,5,31.776651190205367,31.685518353765882,31.253658158792117,32.117378548739644,315787016114984.25,288280841840865.4,331332.0,159105,0,0.09113283643948478,8.71035630676574,1
2,2026-01-16,4,31.814594572227172,31.659910861230884,31.20244631223207,32.1173754102297,262399412316125.6,224793927874934.06,219665.0,156894,0,0.15468371099628797,14.331390497127463,1
2,2026-01-23,5,31.85074283083196,31.608428829367682,31.1267204515188,32.090137207216564,340072771093866.4,266892411997475.5,190549.0,152541,0,0.24231400146427617,21.519029253945103,1
2,2026-01-30,5,32.107583106280856,32.335871593195925,31.831082460344053,32.840660726047794,439659209428032.6,552408820885513.0,220817.0,227004,0,-0.2282884869150692,-25.644774188663106,1
2,2026-02-06,5,31.535294488427756,32.07804477998343,31.551185050191975,32.60490450977488,248070079514168.38,426862341706410.7,192956.0,197171,0,-0.5427502915556737,-72.07328773481959,0
2,2026-02-13,5,31.471149044049472,31.62544860219879,31.077406376563044,32.173490827834534,232657133685171.84,271473736178601.12,135479.0,153967,0,-0.15429955814931873,-16.684037097248574,1
2,2026-02-20,3,31.501691001463257,31.743792448728286,31.180248957936694,32.307335939519874,143923538253446.1,183347566402527.06,106564.0,164253,0,-0.24210144726502847,-27.392342230814354,1
3,2026-02-27,5,31.725534960930663,31.571313290025316,31.21066790539839,31.93195867465224,300050789132745.7,257168133394126.12,100956.0,166592,0,0.154221670905347,14.291799019281303,1
3,2026-03-06,5,31.544355143197997,31.610663569904727,31.22132087621771,32.00000626359174,250327970401529.8,267489514225375.34,109551.0,170132,0,-0.06630842670672976,-6.855623762825289,1
3,2026-03-13,5,31.171387320728268,31.500679311152286,31.094279540219425,31.907079082085147,172397717267441.7,239630009722594.75,94873.0,160422,0,-0.3292919904240179,-38.998365825723305,1
3,2026-03-20,2,31.33291164619211,31.889914869532777,31.468241618045894,32.31158812101966,81047687080122.05,141463386954564.56,77895.0,197510,1,-0.5570032233406685,-74.54339790686046,0
3,2026-03-27,3,31.47469904056782,31.589791869256327,31.153514380261264,32.02606935825139,140090720078369.88,157178647716781.56,110366.0,168246,0,-0.1150928286885069,-12.197758444565293,1
3,2026-04-03,4,31.018541508884567,31.468097763013137,31.01770618627845,31.918489339747826,118369933962591.84,185558650672138.97,107616.0,157654,0,-0.44955625412857003,-56.761640781839596,1
3,2026-04-10,5,31.177544616693325,31.454254875585505,30.99018038174827,31.91832936942274,173462495750472.06,228759600366681.22,123009.0,156492,0,-0.27671025889218015,-31.87842096758179,1
3,2026-04-17,5,31.33996883443578,31.439308713814658,30.961943606236318,31.916673821392997,204054197165881.8,225365946596906.94,0.0,155247,0,-0.09933987937887778,-10.444161270400217,1
